tweet_text,compound_pos_ratio,compound_neu_ratio,compound_neg_ratio,compound_mean,max_compound_score,min_compound_score,median_compound_score,var,avg_pos_score,avg_neu_score,avg_neg_score,reaction_tweet_amount,tweet_type
Update - AP: French police are chasing a Peugeot on A2 motorway and say hostages have been taken northeast of #Paris #CharlieHebdo,0.067,0.600,0.333,0.09704666666666668,0.0762,-0.5994,0.0,0.025997306488888903,0.074,0.827,0.099,15,rumours
Car chase under way in Paris as gunfight breaks out. Reports of hostages. Latest from Paris: http://t.co/2J4WQdJnTp http://t.co/Lpd4hbiXai,0.625,0.125,0.250,0.36611250000000006,0.5399,-0.5423,0.4404,0.03440888109375,0.175,0.729,0.097,8,rumours
Breaking: Shots fired northeast of Paris involving men believed to be Charlie Hebdo suspects http://t.co/tYCeEMKwOo,0.250,0.250,0.500,0.54495,0.743,-0.7184,0.7184,0.09909102750000001,0.169,0.659,0.171,4,rumours
"BREAKING: Reports of shots fired, hostages taken in town Northeast of Paris http://t.co/f30TSVt1yN http://t.co/jeuTP0IOZg",0.250,0.250,0.500,0.45682500000000004,0.6705,-0.5994,0.5784,0.071197261875,0.089,0.747,0.164,4,rumours
Hostages have reportedly been taken as police pursue gunmen responsible for the #ParisAttack http://t.co/RkQMx9cijy http://t.co/CilbwL4ewF,0.000,0.500,0.500,0.43695,0.0,-0.8739,0.43695,0.1909253025,0.034,0.744,0.222,2,rumours
"BREAKING: Gunfire, hostages taken in Dammartin-en-Goële, east of Paris, as police chase suspected #CharlieHedbo attackers",0.571,0.143,0.286,0.4388571428571429,0.8126,-0.6808,0.4019,0.05877531959183673,0.173,0.756,0.071,7,rumours
BREAKING: Gunfire reported in French town as police hunt suspects in #CharlieHebdo attack | More soon at: http://t.co/SIQeukZutl,0.000,0.333,0.667,0.4042666666666667,0.0,-0.6705,0.5423,0.08445497555555555,0.000,0.784,0.216,3,rumours
BREAKING: French police chasing a Peugeot on motorway around Paris and say hostages have been taken by Cahrlie Hedbo attack gunmen.,0.250,0.000,0.750,0.429125,0.4019,-0.4767,0.4393,0.002470441875,0.031,0.620,0.349,4,rumours
Police vehicles chase #CharlieHebdo suspects on French motorway http://t.co/k3G8Y2jdE8 http://t.co/MBUxnx3KRv,0.250,0.750,0.000,0.085,0.34,0.0,0.0,0.021675,0.036,0.964,0.000,4,rumours
Convoy of police cars rushing toward town northeast of Paris amid reports of hostages taken - @FRANCE24 broadcast http://t.co/ZFJYh80uxy,0.619,0.143,0.238,0.4365952380952381,0.9136,-0.7964,0.4767,0.08504088616780044,0.167,0.736,0.097,21,rumours
"BREAKING NEWS: Reports of shots fired, car chase northeast of Paris as French police hunt Charlie Hebdo attackers. http://t.co/yRb5bP0YV1",0.500,0.000,0.500,0.5628,0.3182,-0.8074,0.5628,0.059829160000000006,0.070,0.766,0.164,2,rumours
France's interior minister says operation to detain Charlie Hebdo suspects is now underway northeast of Paris - @AP http://t.co/ZFJYh80uxy,0.600,0.000,0.400,0.47086000000000006,0.7964,-0.6369,0.5256,0.0629630624,0.193,0.636,0.171,5,rumours
"BREAKING: Shots fired, hostages taken in manhunt for #CharlieHebdo attackers, police say http://t.co/omBy6Wsgb7 http://t.co/ZbszAHyIzJ",0.273,0.091,0.636,0.558209090909091,0.6705,-0.9468,0.4939,0.06580878628099174,0.066,0.696,0.238,11,rumours
#BREAKING: Reports hostage situation underway north-east of Paris http://t.co/COe8YbNp2M #CharlieHebdo http://t.co/GpbstHfKEc,0.250,0.375,0.375,0.3081875,0.5372,-0.5688,0.42445,0.06016376109375001,0.162,0.688,0.151,8,rumours
French Interior Minister says operation under way to detain 2 #CharlieHebdo suspects http://t.co/2pHnT9UofV,0.300,0.200,0.500,0.413835,0.794,-0.8658,0.3818,0.08487517877499999,0.125,0.709,0.166,40,rumours
BREAKING: French Interior minister: Suspects in Paris terror attack believed to be holding at least 1 hostage near Dammartin-en-Goele.,0.250,0.250,0.500,0.44999999999999996,0.128,-0.836,0.482,0.15104399999999998,0.049,0.737,0.215,4,rumours
"MORE: Operation to detain massacre suspects unfolding in Dammartin-en-Goele, about 25 miles northeast of Paris: http://t.co/H1bHg5T7Ec",0.250,0.000,0.750,0.595275,0.5106,-0.8591,0.6369,0.020647141875,0.097,0.608,0.295,8,rumours
"DETAILS: Car chase in norhteastern France, hostages taken by #CharlieHebdo suspects http://t.co/G6eunBDIrj http://t.co/sWDOsIfEnP",0.364,0.182,0.455,0.45384545454545455,0.8742,-0.6808,0.4767,0.07948127338842975,0.172,0.669,0.159,11,rumours
BREAKING: Car chase under way in Paris as officers pursue #CharlieHebdo suspects down motorway http://t.co/f30TSVt1yN http://t.co/1ShVASm5ym,0.100,0.000,0.900,0.43618000000000007,0.5994,-0.5106,0.4767,0.019918269600000003,0.043,0.695,0.262,10,rumours
Two people reportedly seriously hurt in a shootout in the hunt for the #ParisAttack gunmen http://t.co/CVcFrESdld http://t.co/8EmDi6eZL3,0.450,0.250,0.300,0.41569500000000004,0.7269,-0.926,0.39485000000000003,0.108325584475,0.154,0.673,0.173,20,rumours
"BREAKING: French police convoy, helicopters rush to scene of operation to detain #CharlieHebdo shooting suspects, AP says",0.000,0.500,0.500,0.44699999999999995,0.0,-0.9287,0.42965,0.200411045,0.059,0.646,0.294,4,rumours
Reports in French media of hostage situation as manhunt for #CharlieHebdo suspects centres on #DammartinEnGoele http://t.co/PNhWZP39md,0.308,0.231,0.462,0.44274615384615384,0.6247,-0.802,0.6115,0.08215948248520712,0.093,0.699,0.208,13,rumours
Police convoy and helicopters are rushing to scene to detain Charlie Hebdo massacre suspects http://t.co/XdUgohNDhv http://t.co/MSROYqs14o,0.250,0.500,0.250,0.28550000000000003,0.34,-0.802,0.17,0.10819075,0.067,0.819,0.114,4,rumours
"#UPDATE: Car chase, hostage drama as Paris massacre suspects cornered http://t.co/G958ogOrXZ",0.250,0.500,0.250,0.26322500000000004,0.5106,-0.5423,0.2553,0.06941301187500001,0.131,0.786,0.083,4,rumours
"DEVELOPING: Police pursuing #CharlieHebdo shooting suspects, helicopters deployed - LIVE FEED: http://t.co/GRxHibEau2 http://t.co/pDlmmCax1B",0.500,0.071,0.429,0.3740785714285714,0.6369,-0.5267,0.3506,0.03323477168367347,0.109,0.793,0.098,14,rumours
"Breaking: Police suspect gunmen have taken one hostage, after shots were fired involving Charlie Hebdo suspects http://t.co/FYkXChPD4d",0.571,0.143,0.286,0.4270285714285715,0.9001,-0.802,0.2732,0.1226755506122449,0.141,0.756,0.103,7,rumours
Report: Hostages taken at a printing shop northeast of Paris; some injuries - @FRANCE24 broadcast http://t.co/hasCHjOVnC,0.167,0.500,0.333,0.21041666666666667,0.0772,-0.6486,0.0386,0.07483960805555555,0.056,0.797,0.147,6,rumours
"BREAKING: At least one killed, severeal injured during shootout with #CharlieHebdo attack suspects - local media http://t.co/G6eunBDIrj",0.167,0.500,0.333,0.21389999999999998,0.0516,-0.9136,0.0258,0.11067658333333331,0.017,0.858,0.125,6,rumours
Update - Reuters reports at least one person killed &amp; several injured in shootout before hostage-taking in Dammartin-en-Goele in France,0.167,0.500,0.333,0.3386,0.4995,-0.8225,0.24975,0.12360648333333335,0.075,0.838,0.086,6,rumours
"Breaking News: Reports of Gunfire and Hostage in Search for Suspects in Paris Attack
http://t.co/U8BE162qls",0.111,0.222,0.667,0.4555444444444444,0.3182,-0.6705,0.5574,0.07073662469135802,0.025,0.759,0.216,9,rumours
"#BREAKING : 1 dead, several injured in shootout North-East of Paris (French radio @RTLFrance ) http://t.co/LdSF5QeCiv #CharlieHebdo",0.167,0.333,0.500,0.49781666666666674,0.5423,-0.9337,0.5836,0.14240873138888888,0.071,0.681,0.248,6,rumours
Scene at #DammartinEnGoele as police hunt #CharlieHebdo suspects - follow our coverage: http://t.co/HvWOnQGf9x http://t.co/NW8RB0E0kY,0.286,0.381,0.333,0.26366190476190476,0.4404,-0.802,0.2263,0.06952813092970522,0.101,0.750,0.149,21,rumours
Charlie Hebdo Suspects and Police Are Said to Exchange Fire Northeast of Paris http://t.co/PAeylkumvD,0.333,0.167,0.500,0.5946666666666667,0.7783,-0.7906,0.6752499999999999,0.07368654555555555,0.164,0.556,0.280,6,rumours
Reports of fatality and injuries following shootout ahead of Dammartin-en-Goele hunt - live coverage: http://t.co/JM4ot03Ge5 #CharlieHebdo,0.250,0.300,0.450,0.43651,0.765,-0.8807,0.4767,0.11423972089999998,0.121,0.699,0.181,20,rumours
#ChalieHebdo terrorists are held up in a warehouse with hostages. #JeSuisCharlie http://t.co/AJYsqfKMwa,0.000,0.000,1.000,0.6908,-0.6908,-0.6908,0.6908,0.0,0.000,0.561,0.439,1,rumours
Shots fired and hostages taken in a building east of Paris as police hunt #CharlieHebdo attackers http://t.co/GFdUI2rwlN,0.200,0.400,0.400,0.36204000000000003,0.9001,-0.8074,0.1027,0.1634514504,0.118,0.781,0.101,5,rumours
BREAKING: Hostage taken after Charlie Hebdo suspects sighted north of Paris http://t.co/nXWWIfklMi,0.400,0.000,0.600,0.4965,0.7717,-0.6908,0.34,0.037392856,0.155,0.612,0.233,5,rumours
What we know so far about the major operation northeast of Paris #CharlieHebdo http://t.co/GWpwcdfIJA http://t.co/UpeKOm4WCN,0.000,0.667,0.333,0.1998,0.0,-0.5994,0.0,0.07984008000000002,0.000,0.854,0.146,3,rumours
"Operation underway in the Dammartin-en-Goele area, as police hunt Paris shooting suspects, French interior minister tells CNN affiliate.",0.423,0.423,0.154,0.2698807692307693,0.7269,-0.6597,0.3182,0.06676318463017748,0.134,0.827,0.038,26,rumours
The area northeast of Paris where shots were fired in the manhunt for Charlie Hebdo attackers http://t.co/0W4gaarWcf http://t.co/4ejWR9SMM4,0.111,0.444,0.444,0.2692333333333334,0.3182,-0.875,0.128,0.0933795288888889,0.052,0.777,0.172,9,rumours
Gendarmerie arrive at the hostage taking in Dammartin-en-Goele. Latest: http://t.co/7N7uvClhWY (Pic:Martmann/Reuters) http://t.co/kntlzzmvHm,0.000,0.308,0.692,0.34652307692307693,0.0,-0.7783,0.4019,0.08889628792899408,0.033,0.675,0.292,13,rumours
BREAKING: French police: Suspects in newspaper attack appear to have taken a hostage northeast of Paris,0.231,0.385,0.385,0.3266846153846154,0.3818,-0.876,0.3384,0.08945155668639054,0.076,0.717,0.208,13,rumours
BREAKING: French police tell AP suspects in #CharlieHebdo attack have taken a hostage northeast of Paris.,0.222,0.444,0.333,0.24322222222222223,0.4404,-0.6249,0.34,0.052770397283950624,0.093,0.812,0.095,9,rumours
#BREAKING Paris massacre suspects holding one hostage: police source,0.125,0.125,0.750,0.43988750000000004,0.6908,-0.8689,0.34,0.06323301359375001,0.039,0.767,0.194,8,rumours
"Meaux hospital sent medical team to reported hostage scene northeast of Paris, hospital communications director says. http://t.co/vncToPmhMX",0.333,0.250,0.417,0.4151583333333333,0.9001,-0.9217,0.39744999999999997,0.0946656857638889,0.114,0.671,0.215,12,rumours
#CharlieHebdo attack suspects take 1 person hostage North-East of Paris (police source) http://t.co/LdSF5QeCiv http://t.co/2y5fPwHXA7,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,2,rumours
"Schools close, people told to stay indoors amid Dammartin-en-Goele #CharlieHebdo manhunt  http://t.co/D8ZTxcCaK5 http://t.co/juVYYleAJ4",0.409,0.227,0.364,0.3447636363636364,0.8531,-0.7906,0.3397,0.06819456322314048,0.164,0.698,0.138,22,rumours
Latest on the manhunt for Charlie Hebdo attackers: http://t.co/JfmqW07Vhk http://t.co/mjiiPM2gHG,0.444,0.222,0.333,0.3141555555555555,0.5267,-0.7906,0.3182,0.07283748913580246,0.116,0.768,0.115,9,rumours
"Schools closed, Dammartin-en-Goele residents told to stay indoors, town 'like warzone' http://t.co/G6eunBDIrj http://t.co/FAtmW7d3xk",1.000,0.000,0.000,0.42560000000000003,0.5994,0.1779,0.4995,0.032340980000000005,0.204,0.796,0.000,3,rumours
"Paris Murder Suspects Cornered with Hostage
http://t.co/yzHJi4Hw54",0.143,0.143,0.714,0.47721428571428565,0.3182,-0.8519,0.3818,0.07650973265306124,0.050,0.709,0.240,7,rumours
MORE: Massacre suspects believed to have taken hostage and holed up in small industrial town northeast of Paris: http://t.co/lmr2ImJhmr,1.000,0.000,0.000,0.5232,0.6249,0.4215,0.5232,0.010342890000000002,0.291,0.652,0.056,2,rumours
"#CharlieHebdo latest:
- 2 gunmen believed holed up in building
- reports of 1 hostage 
- Shots fired in car chase http://t.co/Xl5uwqHQta",0.294,0.176,0.529,0.4073117647058823,0.8271,-0.8176,0.4215,0.06817113515570934,0.086,0.747,0.167,17,rumours
DEVELOPING: #CharlieHebdo shooting suspects holed up in premises of construction company http://t.co/G6eunBDIrj http://t.co/Jw357f31GO,0.167,0.333,0.500,0.29098333333333337,0.4767,-0.7269,0.27115,0.06735399805555556,0.057,0.823,0.120,6,rumours
"Industrial zone in Dammartin-en-Goël, near Paris, scene of hostage taking and manhunt. More: http://t.co/8zhiaZAshc http://t.co/zCpXy3EN1P",0.600,0.200,0.200,0.38974000000000003,0.7579,-0.6908,0.25,0.08342614239999999,0.149,0.751,0.101,5,rumours
Special forces stands on the roof of a building in Dammartin-en-Goele where a hostage-taking is underway #AFP http://t.co/gcm7TRRVfd,0.294,0.206,0.500,0.36908529411764707,0.91,-0.7264,0.3612,0.06930398007785467,0.153,0.677,0.170,34,rumours
Building in Dammartin-en-Goele where #CharlieHebdo suspects believed to be holed up http://t.co/BXIQYIqT0R http://t.co/HSzL3gK9eT,0.174,0.348,0.478,0.34333478260869565,0.4939,-0.875,0.3612,0.0944015379206049,0.093,0.697,0.210,23,rumours
"Charlie Hebdo killers say they ""want to die like martyrs"". I suspect the French police will be happy to oblige ...",0.545,0.136,0.318,0.47714999999999996,0.8176,-0.8402,0.56465,0.06973180068181818,0.150,0.714,0.135,22,rumours
"UPDATE: French police in standoff with #CharlieHebdo attack suspects, hostage believed taken http://t.co/Jzqo5Su0a1 http://t.co/zexuGWcdzd",0.211,0.211,0.579,0.3611736842105263,0.6908,-0.8446,0.3182,0.09208161246537395,0.101,0.712,0.187,19,rumours
Gallery: Tank &amp; armoured car seen near #CharlieHebdo seige outside Paris (by @heathcliffom) http://t.co/KAlTe4Fmsd http://t.co/9lyesZgpAL,0.263,0.632,0.105,0.15621052631578947,0.6597,-0.4767,0.0,0.04910759988919668,0.072,0.879,0.049,19,rumours
"#CharlieHebdo suspects ""prepared to die as martyrs"", they tell police after making contact - French media http://t.co/Qgmn70TXSU",0.174,0.348,0.478,0.3524652173913044,0.6808,-0.8916,0.296,0.10078257965973533,0.064,0.774,0.162,23,rumours
There's a tank near the #Paris hostage scene http://t.co/7N7uvClhWY (Pic: Heathcliff O'Malley) http://t.co/EPXhd9k6GF,0.273,0.424,0.303,0.24196969696969697,0.6705,-0.7579,0.2263,0.05655166938475667,0.082,0.832,0.085,33,rumours
A person living near the #Dammartin hostage scene sent us these photos #CharlieHebdo #obs http://t.co/FKHD1fGt03,0.429,0.357,0.214,0.21741428571428573,0.4648,-0.6249,0.1752,0.043226164081632656,0.118,0.813,0.069,14,rumours
Field near printers has become a makeshift helicopter pad for airforce and gendarmerie Puma helicopters #charliehebdo http://t.co/O5VQOFpWlV,0.667,0.111,0.222,0.46676666666666666,0.6369,-0.7096,0.4588,0.04117292666666667,0.163,0.736,0.101,9,rumours
Charlie Hebdo killers tell police: 'We are ready to die as martyrs' http://t.co/h4Gp9BAetN http://t.co/MMF4hXUKDd,0.263,0.263,0.474,0.3911631578947368,0.7804,-0.9468,0.4404,0.0855143570637119,0.137,0.708,0.155,19,rumours
#CharlieHebdo shooting suspects tell police they 'prepared to die as martyrs' - French media http://t.co/G6eunBDIrj http://t.co/jOnfaapehF,0.174,0.261,0.565,0.3820826086956522,0.6808,-0.8625,0.4019,0.09533014665406425,0.102,0.695,0.203,23,rumours
"BREAKING: #CharlieHebdo suspects “almost certainly behind hostage taking,"" say officials: http://t.co/qB4b5cKvPg http://t.co/iGJNu386dQ",0.500,0.150,0.350,0.414575,0.6249,-0.869,0.45125000000000004,0.06788023987500001,0.182,0.653,0.165,20,rumours
Hundreds of police at siege in Dammartin-en-Goele. Follow our #CharlieHebdo coverage: http://t.co/jMOZXPaSOJ http://t.co/kPAlm9TQwQ,0.222,0.167,0.611,0.386,0.5719,-0.8357,0.3589,0.07452165777777779,0.070,0.778,0.152,18,rumours
"Suspects in #CharlieHebdo attack spoke to police by phone and said they wanted to die as martyrs, says French MP. http://t.co/bGkMtT3lUF",0.429,0.286,0.286,0.3291214285714286,0.7863,-0.8619,0.3397,0.07565834454081632,0.210,0.694,0.096,14,rumours
"Charlie Hebdo attack suspects told police by phone they wanted to die as martyrs, French lawmaker tells TV station. http://t.co/7Bxdhozq4H",0.333,0.167,0.500,0.41415,0.5574,-0.9623,0.3902,0.07285422583333333,0.150,0.659,0.191,18,rumours
AFP map of the region northeast of Paris where Wednesday's massacre suspects are cornered with hostage http://t.co/H9SwsdTFRf,0.200,0.000,0.800,0.49556000000000006,0.6486,-0.5423,0.5423,0.023195310399999995,0.130,0.660,0.211,5,rumours
"Map shows industrial estate where 2 #CharlieHebdo suspects are holed up, surrounded by police http://t.co/hi9g8dxpiR http://t.co/Vw2L6SQcMH",0.409,0.364,0.227,0.2742227272727273,0.5859,-0.8168,0.2616,0.06132689357438017,0.167,0.754,0.079,22,rumours
Police have surrounded this building where the suspected #CharlieHebdo attackers are holed-up http://t.co/B0TRvE2iYs http://t.co/becxNG0Kxi,0.211,0.211,0.579,0.4150473684210526,0.2185,-0.9231,0.3612,0.11914441091412742,0.088,0.687,0.224,19,rumours
Update - AFP: an unnamed police source says the killing of the policewoman in #Paris on Thursday is linked to the #CharlieHebdo attack,0.600,0.200,0.200,0.26870000000000005,0.4449,-0.4792,0.3167,0.035483275999999994,0.176,0.746,0.078,5,rumours
"Killing of policewoman in Paris linked to #CharlieHebdo killers, police tell French media after identifying suspect http://t.co/vMD7kvcrjr",0.240,0.120,0.640,0.5165479999999999,0.5859,-0.9158,0.4939,0.07644482409600001,0.062,0.681,0.257,25,rumours
Update - French media: identified suspect in #Paris policewoman killing is known associate of suspected #CharlieHebdo gunman Cherif Kouachi,0.167,0.167,0.667,0.4439833333333334,0.34,-0.7906,0.40835,0.06310572138888888,0.067,0.625,0.308,6,rumours
"Police have surrounded the area where the #CharlieHebdo attack suspects are believed to be: http://t.co/3tGXEIX4F2
https://t.co/aBSezf2QWS",0.111,0.444,0.444,0.28353333333333336,0.4588,-0.8271,0.1739,0.09206057777777778,0.041,0.835,0.124,9,rumours
Helicopters and vehicles are seen next to a building in Dammartin-en-Goele where a hostage-taking is underway #AFP http://t.co/CBBLljNX0K,0.250,0.500,0.250,0.23347500000000002,0.6478,-0.2603,0.14304999999999998,0.067506066875,0.084,0.842,0.074,4,rumours
Military helicopters seen dropping special forces in fields around Dammartin-en-Goele - @SkyNews http://t.co/tap0ntW3Rg,0.200,0.500,0.300,0.24869,0.4019,-0.8176,0.1858,0.07550735890000002,0.078,0.830,0.093,10,rumours
The latest on the manhunt for Charlie Hebdo suspects: http://t.co/F3hv000UQX http://t.co/r0TgWbIxsr,0.000,0.000,1.000,0.4019,-0.4019,-0.4019,0.4019,0.0,0.196,0.420,0.385,1,rumours
MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris: http://t.co/sJXudtGUOV,0.562,0.188,0.250,0.4536375,0.8885,-0.7906,0.43035,0.08804488609374998,0.213,0.721,0.065,16,rumours
BREAKING NEWS: PARIS SHOOTERS ARE IN CONFRONTATION WITH POLICE. HOSTAGES INVOLVED. #ParisShooting,0.000,0.571,0.429,0.3055428571428571,0.0,-0.7964,0.0,0.1274410367346939,0.000,0.881,0.119,7,rumours
Update - French television channel 'France 2' are reporting that the hostage held by suspected #CharlieHebdo gunmen is male and 26 years old,0.250,0.167,0.583,0.4131500000000001,0.6036,-0.7964,0.4203,0.06209691583333334,0.079,0.717,0.204,12,rumours
Paris attack suspects have taken a hostage. French police have them cornered near Paris airport. Live: http://t.co/fw92nASZxK,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,1,rumours
#BREAKING Armed man takes hostage in kosher grocery in Paris: source,0.214,0.643,0.143,0.13914285714285715,0.5859,-0.5994,0.0,0.04862759530612246,0.056,0.899,0.045,14,rumours
